year,category,source,series_id,value,base_value,price_index_1984_100,label,class,class_label,inflation,post2019_cum_change
2000,transportation,BLS CPI-U,CUUR0000SAT,153.33333333333334,103.71666666666664,147.83866302426486,Transportation,basic_reproduction,Basic reproduction necessities,6.186518928901186,-27.00784943306125
2001,transportation,BLS CPI-U,CUUR0000SAT,154.25,103.71666666666664,148.72248111843166,Transportation,basic_reproduction,Basic reproduction necessities,0.59782608695651,-26.57148331554151
2002,transportation,BLS CPI-U,CUUR0000SAT,152.85833333333332,103.71666666666664,147.3806845572875,Transportation,basic_reproduction,Basic reproduction necessities,-0.902215018908703,-27.23396642123057
2003,transportation,BLS CPI-U,CUUR0000SAT,157.55833333333334,103.71666666666664,151.9122609673791,Transportation,basic_reproduction,Basic reproduction necessities,3.0747424085482145,-24.996598327765717
2004,transportation,BLS CPI-U,CUUR0000SAT,163.1,103.71666666666664,157.25534308211476,Transportation,basic_reproduction,Basic reproduction necessities,3.5172158459829683,-22.358566799123636
2005,transportation,BLS CPI-U,CUUR0000SAT,173.90833333333333,103.71666666666664,167.67636188333606,Transportation,basic_reproduction,Basic reproduction necessities,6.626813815655019,-17.213413577095395
2006,transportation,BLS CPI-U,CUUR0000SAT,180.8583333333333,103.71666666666664,174.37730997910978,Transportation,basic_reproduction,Basic reproduction necessities,3.9963582347021687,-13.904965013354808
2007,transportation,BLS CPI-U,CUUR0000SAT,184.6815833333333,103.71666666666664,178.06355455568058,Transportation,basic_reproduction,Basic reproduction necessities,2.113947380546466,-12.084961276474049
2008,transportation,BLS CPI-U,CUUR0000SAT,195.5493333333333,103.71666666666664,188.54186083882377,Transportation,basic_reproduction,Basic reproduction necessities,5.88458784240804,-6.911523596101121
2009,transportation,BLS CPI-U,CUUR0000SAT,179.25241666666668,103.71666666666664,172.82894102522903,Transportation,basic_reproduction,Basic reproduction necessities,-8.333915738228036,-14.66943878160234
2010,transportation,BLS CPI-U,CUUR0000SAT,193.3959166666667,103.71666666666664,186.46561144142703,Transportation,basic_reproduction,Basic reproduction necessities,7.890270191615278,-7.936626945449077
2011,transportation,BLS CPI-U,CUUR0000SAT,212.366,103.71666666666664,204.7559055118111,Transportation,basic_reproduction,Basic reproduction necessities,9.808936848459847,1.093811178033799
2012,transportation,BLS CPI-U,CUUR0000SAT,217.33741666666663,103.71666666666664,209.54917242487548,Transportation,basic_reproduction,Basic reproduction necessities,2.340966381938059,3.4603833119315253
2013,transportation,BLS CPI-U,CUUR0000SAT,217.4115833333333,103.71666666666664,209.62068134340356,Transportation,basic_reproduction,Basic reproduction necessities,0.034125125716588656,3.4956892978035947
2014,transportation,BLS CPI-U,CUUR0000SAT,215.93925,103.71666666666664,208.20110878997272,Transportation,basic_reproduction,Basic reproduction necessities,-0.6772101609121672,2.794805973772796
2015,transportation,BLS CPI-U,CUUR0000SAT,199.0665833333333,103.71666666666664,191.93307086614172,Transportation,basic_reproduction,Basic reproduction necessities,-7.813617332961343,-5.237186803177895
2016,transportation,BLS CPI-U,CUUR0000SAT,194.8935833333333,103.71666666666664,187.9096095130966,Transportation,basic_reproduction,Basic reproduction necessities,-2.0962835299244365,-7.223684048715939
2017,transportation,BLS CPI-U,CUUR0000SAT,201.5650833333333,103.71666666666664,194.34203760244256,Transportation,basic_reproduction,Basic reproduction necessities,3.4231501550204824,-4.047811445407257
2018,transportation,BLS CPI-U,CUUR0000SAT,210.6635,103.71666666666664,203.11441426964493,Transportation,basic_reproduction,Basic reproduction necessities,4.513885300074727,0.28336028885849185
2019,transportation,BLS CPI-U,CUUR0000SAT,210.06825,103.71666666666664,202.5404949381328,Transportation,basic_reproduction,Basic reproduction necessities,-0.28255962708299,0.0
2020,transportation,BLS CPI-U,CUUR0000SAT,201.33425,103.71666666666664,194.1194761369115,Transportation,basic_reproduction,Basic reproduction necessities,-4.157696367728125,-4.157696367728125
2021,transportation,BLS CPI-U,CUUR0000SAT,230.657,103.71666666666664,222.3914510686165,Transportation,basic_reproduction,Basic reproduction necessities,14.564213490749855,9.800981347728644
2022,transportation,BLS CPI-U,CUUR0000SAT,266.32983333333334,103.71666666666664,256.7859553270128,Transportation,basic_reproduction,Basic reproduction necessities,15.465749287181119,26.78252583783287
2023,transportation,BLS CPI-U,CUUR0000SAT,266.97841666666665,103.71666666666664,257.4112968021855,Transportation,basic_reproduction,Basic reproduction necessities,0.24352635422617563,27.09127470080159
2024,transportation,BLS CPI-U,CUUR0000SAT,270.68525,103.71666666666664,260.9852964807971,Transportation,basic_reproduction,Basic reproduction necessities,1.3884393276485163,28.855859940757323
2025,transportation,BLS CPI-U,CUUR0000SAT,272.1120909090909,103.71666666666664,262.3610068221992,Transportation,basic_reproduction,Basic reproduction necessities,0.5271217804039496,29.53508724383187
1984,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,112.51666666666668,112.51666666666668,100.0,Used cars and trucks,low_price_global,Low-price tradable/global goods,,-19.494716356310114
1985,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,113.70833333333331,112.51666666666668,101.0591023552066,Used cars and trucks,low_price_global,Low-price tradable/global goods,1.0591023552066092,-18.642083001174036
1986,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,108.78333333333336,112.51666666666668,96.68197304103096,Used cars and trucks,low_price_global,Low-price tradable/global goods,-4.331256870648559,-22.165903371002237
1987,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,113.09166666666664,112.51666666666668,100.5110354021626,Used cars and trucks,low_price_global,Low-price tradable/global goods,3.960471886011918,-19.08330585627944
1988,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,117.96666666666664,112.51666666666668,104.84372685528068,Used cars and trucks,low_price_global,Low-price tradable/global goods,4.310662441971869,-15.595260312540827
1989,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,120.43333333333334,112.51666666666668,107.03599466745666,Used cars and trucks,low_price_global,Low-price tradable/global goods,2.0909861542808716,-13.830368892119239
1990,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,117.56666666666666,112.51666666666668,104.48822396681972,Used cars and trucks,low_price_global,Low-price tradable/global goods,-2.380293384998622,-15.88145892125783
1991,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,118.125,112.51666666666668,104.9844467486298,Used cars and trucks,low_price_global,Low-price tradable/global goods,0.47490785370001287,-15.481973363257017
1992,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,123.16666666666669,112.51666666666668,109.46526440527327,Used cars and trucks,low_price_global,Low-price tradable/global goods,4.268077601410947,-11.87467839921965
1993,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,133.88333333333333,112.51666666666668,118.98977929195674,Used cars and trucks,low_price_global,Low-price tradable/global goods,8.700947225981071,-4.206940674009663
1994,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,141.65833333333333,112.51666666666668,125.8998666864168,Used cars and trucks,low_price_global,Low-price tradable/global goods,5.807294908502425,1.3560447829272793
1995,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,156.45000000000002,112.51666666666668,139.0460672492964,Used cars and trucks,low_price_global,Low-price tradable/global goods,10.441790693570251,11.939430834441866
1996,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,157.04166666666666,112.51666666666668,139.57191527181158,Used cars and trucks,low_price_global,Low-price tradable/global goods,0.3781825929476845,12.362766276502434
1997,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,151.125,112.51666666666668,134.31343504665975,Used cars and trucks,low_price_global,Low-price tradable/global goods,-3.7675776067922495,8.129411855896617
1998,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,150.60833333333332,112.51666666666668,133.85424381573097,Used cars and trucks,low_price_global,Low-price tradable/global goods,-0.34188034188036287,7.759738652970438
1999,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,152.03333333333333,112.51666666666668,135.12072285587317,Used cars and trucks,low_price_global,Low-price tradable/global goods,0.9461627842638265,8.779321196524803
2000,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,155.75833333333333,112.51666666666668,138.43134350466596,Used cars and trucks,low_price_global,Low-price tradable/global goods,2.4501205875904652,11.444545740201995
2001,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,158.70000000000002,112.51666666666668,141.04577099688936,Used cars and trucks,low_price_global,Low-price tradable/global goods,1.8886094911990003,13.549298008475063
2002,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,151.975,112.51666666666668,135.0688786846393,Used cars and trucks,low_price_global,Low-price tradable/global goods,-4.237555135475768,8.737583899420255
2003,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,142.91666666666666,112.51666666666668,127.0182195230336,Used cars and trucks,low_price_global,Low-price tradable/global goods,-5.960410155179041,2.2563779061828715
2004,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,133.32500000000002,112.51666666666668,118.49355651014665,Used cars and trucks,low_price_global,Low-price tradable/global goods,-6.711370262390648,-4.606426232010485
2005,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,139.44166666666666,112.51666666666668,123.92978817952891,Used cars and trucks,low_price_global,Low-price tradable/global goods,4.587786736670996,-0.22997250704619443
2006,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,139.99166666666667,112.51666666666668,124.4186046511628,Used cars and trucks,low_price_global,Low-price tradable/global goods,0.39443016793168084,0.16355057993975297
2007,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,135.74666666666667,112.51666666666668,120.64583024737074,Used cars and trucks,low_price_global,Low-price tradable/global goods,-3.032323352580535,-2.873732155069586
2008,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,133.9511666666667,112.51666666666668,119.0500666567916,Used cars and trucks,low_price_global,Low-price tradable/global goods,-1.3226844121402292,-4.158406159948047
2009,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,126.97275,112.51666666666668,112.84794845208116,Used cars and trucks,low_price_global,Low-price tradable/global goods,-5.209672181528868,-9.15143901256712
2010,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,143.12808333333334,112.51666666666668,127.2061176122056,Used cars and trucks,low_price_global,Low-price tradable/global goods,12.723464942937257,2.407645795831881
2011,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,149.0105,112.51666666666668,132.43415790253297,Used cars and trucks,low_price_global,Low-price tradable/global goods,4.10989690469552,6.616494460566313
2012,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,150.33016666666666,112.51666666666668,133.60702118204708,Used cars and trucks,low_price_global,Low-price tradable/global goods,0.8856199171646484,7.560711370491835
2013,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,149.88683333333333,112.51666666666668,133.2130054806695,Used cars and trucks,low_price_global,Low-price tradable/global goods,-0.29490643372754866,7.243507912497127
2014,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,149.09375,112.51666666666668,132.50814694119387,Used cars and trucks,low_price_global,Low-price tradable/global goods,-0.5291214149341528,6.676059546005497
2015,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,147.1195,112.51666666666668,130.7535179973337,Used cars and trucks,low_price_global,Low-price tradable/global goods,-1.3241668413330632,5.263490537856597
2016,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,143.48833333333332,112.51666666666668,127.52629240112572,Used cars and trucks,low_price_global,Low-price tradable/global goods,-2.4681749643430506,2.665403417807588
2017,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,138.259,112.51666666666668,122.87868463931268,Used cars and trucks,low_price_global,Low-price tradable/global goods,-3.644431022266592,-1.0761663934861332
2018,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,138.385,112.51666666666668,122.99066804917788,Used cars and trucks,low_price_global,Low-price tradable/global goods,0.09113330777743567,-0.9860138317402733
2019,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,139.76308333333336,112.51666666666668,124.2154495630277,Used cars and trucks,low_price_global,Low-price tradable/global goods,0.9958328816948026,0.0
2020,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,144.22125,112.51666666666668,128.17767738112872,Used cars and trucks,low_price_global,Low-price tradable/global goods,3.1898027435714127,3.1898027435714127
2021,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,182.62833333333333,112.51666666666668,162.31225003703153,Used cars and trucks,low_price_global,Low-price tradable/global goods,26.63066873524762,30.669937280767368
2022,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,205.9081666666667,112.51666666666668,183.0023700192564,Used cars and trucks,low_price_global,Low-price tradable/global goods,12.747109338638584,47.326577058677266
2023,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,191.22208333333333,112.51666666666668,169.95000740631014,Used cars and trucks,low_price_global,Low-price tradable/global goods,-7.132346215829244,36.81873551492194
2024,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,179.82291666666666,112.51666666666668,159.81891571619016,Used cars and trucks,low_price_global,Low-price tradable/global goods,-5.96121873999037,28.66267141358856
2025,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,184.931,112.51666666666668,164.35876166493853,Used cars and trucks,low_price_global,Low-price tradable/global goods,2.840618664195116,32.317487271614986
