sector_code,sector_name,summary_code,summary_name,underlying_summary_code,underlying_summary_name,detail_code,detail_name,go_detail_code,go_detail_name,notes,naics_2017
44RT,Retail trade,4A0,Other retail,448,Clothing and clothing accessories stores,448000,Clothing and clothing accessories stores,448000,Clothing and clothing accessories stores,,448
44RT,Retail trade,4A0,Other retail,454,Nonstore retailers,454000,Nonstore retailers,454000,Nonstore retailers,,454
44RT,Retail trade,4A0,Other retail,4A0X,All other retail,4B0000,All other retail,442000,Furniture and home furnishings stores,,442
44RT,Retail trade,4A0,Other retail,4A0X,All other retail,4B0000,All other retail,443000,Electronics and appliance stores,,443
44RT,Retail trade,4A0,Other retail,4A0X,All other retail,4B0000,All other retail,451000,"Sporting goods, hobby, book, and music stores",,451
44RT,Retail trade,4A0,Other retail,4A0X,All other retail,4B0000,All other retail,453000,Miscellaneous store retailers,,453
48TW,Transportation and warehousing,481,Air transportation  ,481,Air transportation,481000,Air transportation,481000,Air transportation,,481
48TW,Transportation and warehousing,482,Rail transportation ,482,Rail transportation,482000,Rail transportation,482000,Rail transportation,,482
48TW,Transportation and warehousing,483,Water transportation,483,Water transportation,483000,Water transportation,483000,Water transportation,,483
48TW,Transportation and warehousing,484,Truck transportation,484,Truck transportation,484000,Truck transportation,484000,Truck transportation,,484
48TW,Transportation and warehousing,485,Transit and ground passenger transportation ,485,Transit and ground passenger transportation,485000,Transit and ground passenger transportation,485000,Transit and ground passenger transportation,,485
48TW,Transportation and warehousing,486,Pipeline transportation,486,Pipeline transportation,486000,Pipeline transportation,486000,Pipeline transportation,,486
48TW,Transportation and warehousing,487OS,Other transportation and support activities,48A,Scenic and sightseeing transportation and support activities,48A000,Scenic and sightseeing transportation and support activities,48A000,Scenic and sightseeing transportation and support activities for transportation,,487
48TW,Transportation and warehousing,487OS,Other transportation and support activities,48A,Scenic and sightseeing transportation and support activities,48A000,Scenic and sightseeing transportation and support activities,48A000,Scenic and sightseeing transportation and support activities for transportation,,488
48TW,Transportation and warehousing,487OS,Other transportation and support activities,492,Couriers and messengers,492000,Couriers and messengers,492000,Couriers and messengers,,492
48TW,Transportation and warehousing,493,Warehousing and storage,493,Warehousing and storage,493000,Warehousing and storage,493000,Warehousing and storage,,493
51,Information,511,"Publishing industries, except internet (includes software)",5111,"Newspaper, periodical, book, and directory publishers",511110,Newspaper publishers,511110,Newspaper publishers,,51111
51,Information,511,"Publishing industries, except internet (includes software)",5111,"Newspaper, periodical, book, and directory publishers",511120,Periodical publishers,511120,Periodical publishers,,51112
51,Information,511,"Publishing industries, except internet (includes software)",5111,"Newspaper, periodical, book, and directory publishers",511130,Book publishers,511130,Book publishers,,51113
51,Information,511,"Publishing industries, except internet (includes software)",5111,"Newspaper, periodical, book, and directory publishers",5111A0,"Directory, mailing list, and other publishers",5111A0,"Directory, mailing list, and other publishers",,51114
51,Information,511,"Publishing industries, except internet (includes software)",5111,"Newspaper, periodical, book, and directory publishers",5111A0,"Directory, mailing list, and other publishers",5111A0,"Directory, mailing list, and other publishers",,51119
51,Information,511,"Publishing industries, except internet (includes software)",5112,Software publishers,511200,Software publishers,511200,Software publishers,,51121
51,Information,512,Motion picture and sound recording industries,512,Motion picture and sound recording industries,512100,Motion picture and video industries,512100,Motion picture and video industries,,5121
51,Information,512,Motion picture and sound recording industries,512,Motion picture and sound recording industries,512200,Sound recording industries,512200,Sound recording industries,,5122
51,Information,513,Broadcasting and telecommunications,515,Broadcasting (except Internet),515100,Radio and television broadcasting,515100,Radio and television broadcasting,,5151
51,Information,513,Broadcasting and telecommunications,515,Broadcasting (except Internet),515200,Cable and other subscription programming,515200,Cable and other subscription programming,,5152
51,Information,513,Broadcasting and telecommunications,5171,Wired telecommunications carriers,517110,Wired telecommunications carriers,517110,Wired telecommunications carriers,,517311
51,Information,513,Broadcasting and telecommunications,5172,Wireless telecommunications carriers (except satellite),517210,Wireless telecommunications carriers (except satellite),517210,Wireless telecommunications carriers (except satellite),,517312
51,Information,513,Broadcasting and telecommunications,5174OT,"Other telecommunications, including satellite",517A00,"Satellite, telecommunications resellers, and all other telecommunications",517A00,"Satellite, telecommunications resellers, and all other telecommunications",,5174
51,Information,513,Broadcasting and telecommunications,5174OT,"Other telecommunications, including satellite",517A00,"Satellite, telecommunications resellers, and all other telecommunications",517A00,"Satellite, telecommunications resellers, and all other telecommunications",,5179
51,Information,514,"Data processing, internet publishing, and other information services",518,"Data processing, hosting, and related services",518200,"Data processing, hosting, and related services",518200,"Data processing, hosting, and related services",,5182
51,Information,514,"Data processing, internet publishing, and other information services",519,Other information services,519130,Internet publishing and broadcasting and Web search portals,519130,Internet publishing and broadcasting and Web search portals,,51913
51,Information,514,"Data processing, internet publishing, and other information services",519,Other information services,5191A0,"News syndicates, libraries, archives and all other information services",5191A0,"News syndicates, libraries, archives and all other information services",,51911
51,Information,514,"Data processing, internet publishing, and other information services",519,Other information services,5191A0,"News syndicates, libraries, archives and all other information services",5191A0,"News syndicates, libraries, archives and all other information services",,51912
51,Information,514,"Data processing, internet publishing, and other information services",519,Other information services,5191A0,"News syndicates, libraries, archives and all other information services",5191A0,"News syndicates, libraries, archives and all other information services",,51919
52,Finance and insurance,521CI,"Federal Reserve banks, credit intermediation, and related activities",521CI,"Federal Reserve banks, credit intermediation, and related activities",52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,,521
52,Finance and insurance,521CI,"Federal Reserve banks, credit intermediation, and related activities",521CI,"Federal Reserve banks, credit intermediation, and related activities",52A000,Monetary authorities and depository credit intermediation,52A000,Monetary authorities and depository credit intermediation,,5221
52,Finance and insurance,521CI,"Federal Reserve banks, credit intermediation, and related activities",521CI,"Federal Reserve banks, credit intermediation, and related activities",522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,,5222
52,Finance and insurance,521CI,"Federal Reserve banks, credit intermediation, and related activities",521CI,"Federal Reserve banks, credit intermediation, and related activities",522A00,Nondepository credit intermediation and related activities,522A00,Nondepository credit intermediation and related activities,,5223
52,Finance and insurance,523,"Securities, commodity contracts, and investments",523,"Securities, commodity contracts, and investments",523A00,Securities and commodity contracts intermediation and brokerage,523A00,Securities and commodity contracts intermediation and brokerage,,5231
52,Finance and insurance,523,"Securities, commodity contracts, and investments",523,"Securities, commodity contracts, and investments",523A00,Securities and commodity contracts intermediation and brokerage,523A00,Securities and commodity contracts intermediation and brokerage,,5232
52,Finance and insurance,523,"Securities, commodity contracts, and investments",523,"Securities, commodity contracts, and investments",523900,Other financial investment activities,523900,Other financial investment activities,,5239
52,Finance and insurance,524,Insurance carriers and related activities,524113,Direct life insurance carriers,524113,Direct life insurance carriers,524113,Direct life insurance carriers,,524113
52,Finance and insurance,524,Insurance carriers and related activities,5241X,"Insurance carriers, except direct life insurance",5241XX,"Insurance carriers, except direct life insurance",5241XX,"Insurance carriers, except direct life insurance",,524114
52,Finance and insurance,524,Insurance carriers and related activities,5241X,"Insurance carriers, except direct life insurance",5241XX,"Insurance carriers, except direct life insurance",5241XX,"Insurance carriers, except direct life insurance",,52412
52,Finance and insurance,524,Insurance carriers and related activities,5241X,"Insurance carriers, except direct life insurance",5241XX,"Insurance carriers, except direct life insurance",5241XX,"Insurance carriers, except direct life insurance",,52413
52,Finance and insurance,524,Insurance carriers and related activities,5242,"Agencies, brokerages, and other insurance related activities",524200,"Insurance agencies, brokerages, and related activities",524200,"Insurance agencies, brokerages, and related activities",,5242
52,Finance and insurance,525,"Funds, trusts, and other financial vehicles",525,"Funds, trusts, and other financial vehicles",525000,"Funds, trusts, and other financial vehicles",525000,"Funds, trusts, and other financial vehicles",,525
53,Real estate and rental and leasing,HS,Housing,HSO,Owner-occupied housing,531HSO,Owner-occupied housing,531HSO,Owner-occupied housing,,n.a.
53,Real estate and rental and leasing,HS,Housing,HST,Tenant-occupied housing,531HST,Tenant-occupied housing,531HST,Tenant-occupied housing,,531
53,Real estate and rental and leasing,ORE,Other real estate,ORE,Other real estate,531ORE,Other real estate,531ORE,Other real estate,,531
53,Real estate and rental and leasing,532RL,Rental and leasing services and lessors of intangible assets,532RL,Rental and leasing services and lessors of intangible assets,532100,Automotive equipment rental and leasing,532100,Automotive equipment rental and leasing,,5321
53,Real estate and rental and leasing,532RL,Rental and leasing services and lessors of intangible assets,532RL,Rental and leasing services and lessors of intangible assets,532A00,General and consumer goods rental,532A00,General and consumer goods rental,,5322
53,Real estate and rental and leasing,532RL,Rental and leasing services and lessors of intangible assets,532RL,Rental and leasing services and lessors of intangible assets,532A00,General and consumer goods rental,532A00,General and consumer goods rental,,5323
53,Real estate and rental and leasing,532RL,Rental and leasing services and lessors of intangible assets,532RL,Rental and leasing services and lessors of intangible assets,532400,Commercial and industrial machinery and equipment rental and leasing,532400,Commercial and industrial machinery and equipment rental and leasing,,5324
53,Real estate and rental and leasing,532RL,Rental and leasing services and lessors of intangible assets,532RL,Rental and leasing services and lessors of intangible assets,533000,Lessors of nonfinancial intangible assets,533000,Lessors of nonfinancial intangible assets,,533
54,"Professional, scientific, and technical services",5411,Legal services,5411,Legal services,541100,Legal services,541100,Legal services,,5411
54,"Professional, scientific, and technical services",5415,Computer systems design and related services,5415,Computer systems design and related services,541511,Custom computer programming services,541511,Custom computer programming services,,541511
54,"Professional, scientific, and technical services",5415,Computer systems design and related services,5415,Computer systems design and related services,541512,Computer systems design services,541512,Computer systems design services,,541512
54,"Professional, scientific, and technical services",5415,Computer systems design and related services,5415,Computer systems design and related services,54151A,"Other computer related services, including facilities management",54151A,"Other computer related services, including facilities management",,541513
54,"Professional, scientific, and technical services",5415,Computer systems design and related services,5415,Computer systems design and related services,54151A,"Other computer related services, including facilities management",54151A,"Other computer related services, including facilities management",,541519
54,"Professional, scientific, and technical services",5412OP,"Miscellaneous professional, scientific, and technical services",5412,"Accounting, tax preparation, bookkeeping, and payroll services",541200,"Accounting, tax preparation, bookkeeping, and payroll services",541200,"Accounting, tax preparation, bookkeeping, and payroll services",,5412
54,"Professional, scientific, and technical services",5412OP,"Miscellaneous professional, scientific, and technical services",5413,"Architectural, engineering, and related services",541300,"Architectural, engineering, and related services",541300,"Architectural, engineering, and related services",,5413
54,"Professional, scientific, and technical services",5412OP,"Miscellaneous professional, scientific, and technical services",5416,"Management, scientific, and technical consulting services",541610,Management consulting services,541610,Management consulting services,,54161
54,"Professional, scientific, and technical services",5412OP,"Miscellaneous professional, scientific, and technical services",5416,"Management, scientific, and technical consulting services",5416A0,Environmental and other technical consulting services,5416A0,Environmental and other technical consulting services,,54162
54,"Professional, scientific, and technical services",5412OP,"Miscellaneous professional, scientific, and technical services",5416,"Management, scientific, and technical consulting services",5416A0,Environmental and other technical consulting services,5416A0,Environmental and other technical consulting services,,54169
54,"Professional, scientific, and technical services",5412OP,"Miscellaneous professional, scientific, and technical services",5417,Scientific research and development services,541700,Scientific research and development services,541700,Scientific research and development services,,5417
54,"Professional, scientific, and technical services",5412OP,"Miscellaneous professional, scientific, and technical services",5418,"Advertising, public relations, and related services",541800,"Advertising, public relations, and related services",541800,"Advertising, public relations, and related services",,5418
54,"Professional, scientific, and technical services",5412OP,"Miscellaneous professional, scientific, and technical services",541X,"Specialized design services and other professional, scientific, and technical services",541400,Specialized design services,541400,Specialized design services,,5414
54,"Professional, scientific, and technical services",5412OP,"Miscellaneous professional, scientific, and technical services",541X,"Specialized design services and other professional, scientific, and technical services",5419A0,"All other miscellaneous professional, scientific, and technical services",5419A0,"All other miscellaneous professional, scientific, and technical services",,54191
54,"Professional, scientific, and technical services",5412OP,"Miscellaneous professional, scientific, and technical services",541X,"Specialized design services and other professional, scientific, and technical services",5419A0,"All other miscellaneous professional, scientific, and technical services",5419A0,"All other miscellaneous professional, scientific, and technical services",,54193
54,"Professional, scientific, and technical services",5412OP,"Miscellaneous professional, scientific, and technical services",541X,"Specialized design services and other professional, scientific, and technical services",5419A0,"All other miscellaneous professional, scientific, and technical services",5419A0,"All other miscellaneous professional, scientific, and technical services",,54199
54,"Professional, scientific, and technical services",5412OP,"Miscellaneous professional, scientific, and technical services",541X,"Specialized design services and other professional, scientific, and technical services",541920,Photographic services,541920,Photographic services,,54192
54,"Professional, scientific, and technical services",5412OP,"Miscellaneous professional, scientific, and technical services",541X,"Specialized design services and other professional, scientific, and technical services",541940,Veterinary services,541940,Veterinary services,,54194
55,Management of companies and enterprises,55,Management of companies and enterprises,55,Management of companies and enterprises,550000,Management of companies and enterprises,550000,Management of companies and enterprises,,55
56,Administrative and waste management services,561,Administrative and support services,5613,Employment services,561300,Employment services,561300,Employment services,,5613
56,Administrative and waste management services,561,Administrative and support services,5617,Services to buildings and dwellings,561700,Services to buildings and dwellings,561700,Services to buildings and dwellings,,5617
56,Administrative and waste management services,561,Administrative and support services,561X,Other administrative and support services,561100,Office administrative services,561100,Office administrative services,,5611
56,Administrative and waste management services,561,Administrative and support services,561X,Other administrative and support services,561200,Facilities support services,561200,Facilities support services,,5612
56,Administrative and waste management services,561,Administrative and support services,561X,Other administrative and support services,561400,Business support services,561400,Business support services,,5614
56,Administrative and waste management services,561,Administrative and support services,561X,Other administrative and support services,561500,Travel arrangement and reservation services,561500,Travel arrangement and reservation services,,5615
56,Administrative and waste management services,561,Administrative and support services,561X,Other administrative and support services,561600,Investigation and security services,561600,Investigation and security services,,5616
56,Administrative and waste management services,561,Administrative and support services,561X,Other administrative and support services,561900,Other support services,561900,Other support services,,5619
56,Administrative and waste management services,562,Waste management and remediation services,562,Waste management and remediation services,562000,Waste management and remediation services,562000,Waste management and remediation services,,562
61,Educational services,61,Educational services,61,Educational services,611100,Elementary and secondary schools,611100,Elementary and secondary schools,,6111
61,Educational services,61,Educational services,61,Educational services,611A00,"Junior colleges, colleges, universities, and professional schools",611A00,"Junior colleges, colleges, universities, and professional schools",,6112
61,Educational services,61,Educational services,61,Educational services,611A00,"Junior colleges, colleges, universities, and professional schools",611A00,"Junior colleges, colleges, universities, and professional schools",,6113
61,Educational services,61,Educational services,61,Educational services,611B00,Other educational services,611B00,Other educational services,,6114
61,Educational services,61,Educational services,61,Educational services,611B00,Other educational services,611B00,Other educational services,,6115
61,Educational services,61,Educational services,61,Educational services,611B00,Other educational services,611B00,Other educational services,,6116
61,Educational services,61,Educational services,61,Educational services,611B00,Other educational services,611B00,Other educational services,,6117
62,Health care and social assistance,621,Ambulatory health care services,6211,Offices of physicians,621100,Offices of physicians,621100,Offices of physicians,,6211
62,Health care and social assistance,621,Ambulatory health care services,6212,Offices of dentists,621200,Offices of dentists,621200,Offices of dentists,,6212
62,Health care and social assistance,621,Ambulatory health care services,6213,Offices of other health practitioners,621300,Offices of other health practitioners,621300,Offices of other health practitioners,,6213
62,Health care and social assistance,621,Ambulatory health care services,6214,Outpatient care centers,621400,Outpatient care centers,621400,Outpatient care centers,,6214
62,Health care and social assistance,621,Ambulatory health care services,6215OH,Other ambulatory health care services,621500,Medical and diagnostic laboratories,621500,Medical and diagnostic laboratories,,6215
62,Health care and social assistance,621,Ambulatory health care services,6215OH,Other ambulatory health care services,621600,Home health care services,621600,Home health care services,,6216
62,Health care and social assistance,621,Ambulatory health care services,6215OH,Other ambulatory health care services,621900,Other ambulatory health care services,621900,Other ambulatory health care services,,6219
62,Health care and social assistance,622,Hospitals,622,Hospitals,622000,Hospitals,622000,Hospitals,,622
62,Health care and social assistance,623,Nursing and residential care facilities,623,Nursing and residential care facilities,623A00,Nursing and community care facilities,623A00,Nursing and community care facilities,,6231
62,Health care and social assistance,623,Nursing and residential care facilities,623,Nursing and residential care facilities,623A00,Nursing and community care facilities,623A00,Nursing and community care facilities,,6233
62,Health care and social assistance,623,Nursing and residential care facilities,623,Nursing and residential care facilities,623B00,"Residential mental health, substance abuse, and other residential care facilities",623B00,"Residential mental health, substance abuse, and other residential care facilities",,6232
62,Health care and social assistance,623,Nursing and residential care facilities,623,Nursing and residential care facilities,623B00,"Residential mental health, substance abuse, and other residential care facilities",623B00,"Residential mental health, substance abuse, and other residential care facilities",,6239
62,Health care and social assistance,624,Social assistance,624,Social assistance,624100,Individual and family services,624100,Individual and family services,,6241
62,Health care and social assistance,624,Social assistance,624,Social assistance,624A00,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,"Community food, housing, and other relief services, including rehabilitation services",,6242
62,Health care and social assistance,624,Social assistance,624,Social assistance,624A00,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,"Community food, housing, and other relief services, including rehabilitation services",,6243
62,Health care and social assistance,624,Social assistance,624,Social assistance,624400,Child day care services,624400,Child day care services,,6244
71,"Arts, entertainment, and recreation",711AS,"Performing arts, spectator sports, museums, and related activities",711AS,"Performing arts, spectator sports, museums, and related activities",711100,Performing arts companies,711100,Performing arts companies,,7111
71,"Arts, entertainment, and recreation",711AS,"Performing arts, spectator sports, museums, and related activities",711AS,"Performing arts, spectator sports, museums, and related activities",711200,Spectator sports,711200,Spectator sports,,7112
71,"Arts, entertainment, and recreation",711AS,"Performing arts, spectator sports, museums, and related activities",711AS,"Performing arts, spectator sports, museums, and related activities",711A00,Promoters of performing arts and sports and agents for public figures,711A00,Promoters of performing arts and sports and agents for public figures,,7113
71,"Arts, entertainment, and recreation",711AS,"Performing arts, spectator sports, museums, and related activities",711AS,"Performing arts, spectator sports, museums, and related activities",711A00,Promoters of performing arts and sports and agents for public figures,711A00,Promoters of performing arts and sports and agents for public figures,,7114
71,"Arts, entertainment, and recreation",711AS,"Performing arts, spectator sports, museums, and related activities",711AS,"Performing arts, spectator sports, museums, and related activities",711500,"Independent artists, writers, and performers",711500,"Independent artists, writers, and performers",,7115
71,"Arts, entertainment, and recreation",711AS,"Performing arts, spectator sports, museums, and related activities",711AS,"Performing arts, spectator sports, museums, and related activities",712000,"Museums, historical sites, zoos, and parks",712000,"Museums, historical sites, zoos, and parks",,712
71,"Arts, entertainment, and recreation",713,"Amusements, gambling, and recreation industries",713,"Amusements, gambling, and recreation industries",713100,Amusement parks and arcades,713100,Amusement parks and arcades,,7131
71,"Arts, entertainment, and recreation",713,"Amusements, gambling, and recreation industries",713,"Amusements, gambling, and recreation industries",713200,Gambling industries (except casino hotels),713200,Gambling industries (except casino hotels),,7132
71,"Arts, entertainment, and recreation",713,"Amusements, gambling, and recreation industries",713,"Amusements, gambling, and recreation industries",713900,Other amusement and recreation industries,713900,Other amusement and recreation industries,,7139
72,Accommodation and food services,721,Accommodation,721,Accommodation,721000,Accommodation,721000,Accommodation,,721
72,Accommodation and food services,722,Food services and drinking places,722,Food services and drinking places,722110,Full-service restaurants,722110,Full-service restaurants,,722511
72,Accommodation and food services,722,Food services and drinking places,722,Food services and drinking places,722211,Limited-service restaurants,722211,Limited-service restaurants,,722513
72,Accommodation and food services,722,Food services and drinking places,722,Food services and drinking places,722A00,All other food and drinking places,722A00,All other food and drinking places,,7223
72,Accommodation and food services,722,Food services and drinking places,722,Food services and drinking places,722A00,All other food and drinking places,722A00,All other food and drinking places,,7224
72,Accommodation and food services,722,Food services and drinking places,722,Food services and drinking places,722A00,All other food and drinking places,722A00,All other food and drinking places,,722514
72,Accommodation and food services,722,Food services and drinking places,722,Food services and drinking places,722A00,All other food and drinking places,722A00,All other food and drinking places,,722515
81,"Other services, except government",81,"Other services, except government",811,Repair and maintenance,811100,Automotive repair and maintenance,811100,Automotive repair and maintenance,,8111
81,"Other services, except government",81,"Other services, except government",811,Repair and maintenance,811200,Electronic and precision equipment repair and maintenance,811200,Electronic and precision equipment repair and maintenance,,8112
81,"Other services, except government",81,"Other services, except government",811,Repair and maintenance,811300,Commercial and industrial machinery and equipment repair and maintenance,811300,Commercial and industrial machinery and equipment repair and maintenance,,8113
81,"Other services, except government",81,"Other services, except government",811,Repair and maintenance,811400,Personal and household goods repair and maintenance,811400,Personal and household goods repair and maintenance,,8114
81,"Other services, except government",81,"Other services, except government",812,Personal and laundry services,812100,Personal care services,812100,Personal care services,,8121
81,"Other services, except government",81,"Other services, except government",812,Personal and laundry services,812200,Death care services,812200,Death care services,,8122
81,"Other services, except government",81,"Other services, except government",812,Personal and laundry services,812300,Dry-cleaning and laundry services,812300,Dry-cleaning and laundry services,,8123
81,"Other services, except government",81,"Other services, except government",812,Personal and laundry services,812900,Other personal services,812900,Other personal services,,8129
81,"Other services, except government",81,"Other services, except government",813,"Religious, grantmaking, civic, professional, and similar organizations",813100,Religious organizations,813100,Religious organizations,,8131
81,"Other services, except government",81,"Other services, except government",813,"Religious, grantmaking, civic, professional, and similar organizations",813A00,"Grantmaking, giving, and social advocacy organizations",813A00,"Grantmaking, giving, and social advocacy organizations",,8132
81,"Other services, except government",81,"Other services, except government",813,"Religious, grantmaking, civic, professional, and similar organizations",813A00,"Grantmaking, giving, and social advocacy organizations",813A00,"Grantmaking, giving, and social advocacy organizations",,8133
81,"Other services, except government",81,"Other services, except government",813,"Religious, grantmaking, civic, professional, and similar organizations",813B00,"Civic, social, professional, and similar organizations",813B00,"Civic, social, professional, and similar organizations",,8134
81,"Other services, except government",81,"Other services, except government",813,"Religious, grantmaking, civic, professional, and similar organizations",813B00,"Civic, social, professional, and similar organizations",813B00,"Civic, social, professional, and similar organizations",,8139
81,"Other services, except government",81,"Other services, except government",814,Private households,814000,Private households,814000,Private households,,814
G,Government,GFGD,Federal general government (defense),GFGD,Federal general government (defense),S00500,Federal general government (defense),S00500,Federal general government (defense),,n.a.
G,Government,GFGN,Federal general government (nondefense),GFGN,Federal general government (nondefense),S00600,Federal general government (nondefense),S00600,Federal general government (nondefense),,n.a.
G,Government,GFE,Federal government enterprises,GFE,Federal government enterprises,491000,Postal service,491000,Postal service,,491
G,Government,GFE,Federal government enterprises,GFE,Federal government enterprises,S00101,Federal electric utilities,S00101,Federal electric utilities,**,n.a.
G,Government,GFE,Federal government enterprises,GFE,Federal government enterprises,S00102,Other federal government enterprises,S00102,Other federal government enterprises,,n.a.
G,Government,GSLG,State and local general government,GSLGE,State and local government (educational services),GSLGE,State and local government (educational services),GSLGE,State and local government (educational services),,n.a.
G,Government,GSLG,State and local general government,GSLGH,State and local government (hospitals and health services),GSLGH,State and local government (hospitals and health services),GSLGH,State and local government (hospitals and health services),,n.a.
G,Government,GSLG,State and local general government,GSLGO,State and local government (other services),GSLGO,State and local government (other services),GSLGO,State and local government (other services),,n.a.
G,Government,GSLE,State and local government enterprises,GSLE,State and local government enterprises,S00201,State and local government passenger transit,S00201,State and local government passenger transit,**,n.a.
G,Government,GSLE,State and local government enterprises,GSLE,State and local government enterprises,S00202,State and local government electric utilities,S00202,State and local government electric utilities,**,n.a.
G,Government,GSLE,State and local government enterprises,GSLE,State and local government enterprises,S00203,Other state and local government enterprises,S00203,Other state and local government enterprises,,n.a.
Used,"Scrap, used and secondhand goods",Used,"Scrap, used and secondhand goods",S004,"Scrap, used and secondhand goods",S00401,Scrap,S00401,Scrap,††,n.a.
Used,"Scrap, used and secondhand goods",Used,"Scrap, used and secondhand goods",S004,"Scrap, used and secondhand goods",S00402,Used and secondhand goods,S00402,Used and secondhand goods,††,n.a.
Other,Noncomparable imports and rest-of-the-world adjustment,Other,Noncomparable imports and rest-of-the-world adjustment,S003,Noncomparable imports,S00300,Noncomparable imports,S00300,Noncomparable imports,††,n.a.
Other,Noncomparable imports and rest-of-the-world adjustment,Other,Noncomparable imports and rest-of-the-world adjustment,S009,Rest of the world adjustment,S00900,Rest of the world adjustment,S00900,Rest of the world adjustment,††,n.a.
n.a. Not applicable.,,,,,,,,,,,
Note. An asterisk following a (NAICS) code indicates that the NAICS industry is included in more than one I-O industry.,,,,,,,,,,,
"† Construction data published by BEA at the detail level do not align with 2017 NAICS industries.  In NAICS, industries are classified based on their production processes, whereas BEA construction is classified by type of structure.  For example, activity by the 2017 NAICS Roofing contractors industry would be split among many BEA construction categories because roofs are built on many types of structures.",,,,,,,,,,,
"‡ Primary output of the ""secondary smelting and alloying of aluminum"" and ""alumina refining and primary aluminum production"" industries is treated as being identical and is reported as ""alumina refining and primary aluminum production"" for both industries.  As a result, ""secondary smelting and alloying of aluminum"" appears as an industry at the detail level but not as a commodity.",,,,,,,,,,,
"** Where possible, the output of government enterprises is classified into the same commodity as the primary output of a comparable private industry.  All output of federal government electric utilities; state and local government passenger transit; and state and local electric utilities is classified in this way, with the result that these government enterprise categories appear as industries at the detail level but not as commodities.",,,,,,,,,,,
†† The scrap; used and secondhand goods; noncomparable imports; and rest of the world adjustment lines identify special commodities which may appear in the commodity dimension of the make and use tables but which do not appear in the industry dimension.,,,,,,,,,,,
