year,category,source,series_id,value,base_value,price_index_1984_100,label
2022,cpi_all,BLS CPI-U,CUUR0000SA0,292.6549166666667,103.88333333333333,281.71498475854327,CPI All Items
2022,durables,BLS CPI-U,CUUR0000SAD,128.07691666666668,105.1,121.86195686647639,Durable goods
2022,education_communication,BLS CPI-U,CUUR0000SAE,143.80058333333332,,,Education and communication
2022,energy,BLS CPI-U,CUUR0000SA0E,298.2656666666667,100.925,295.53199570638265,Energy
2022,food,BLS CPI-U,CUUR0000SAF1,305.3876666666667,103.23333333333332,295.82273167581536,Food
2022,household_furnishings,BLS CPI-U,CUUR0000SAH3,143.51766666666666,101.85833333333332,140.8992882271128,Household furnishings
2022,medical_care,BLS CPI-U,CUUR0000SAM,546.5535,106.85833333333332,511.47484987912344,Medical care
2022,new_vehicles,BLS CPI-U,CUUR0000SETA01,172.4801666666667,102.63333333333333,168.05472556024688,New vehicles
2022,recreation,BLS CPI-U,CUUR0000SAR,130.84591666666668,,,Recreation goods/services
2022,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,370.199,105.29166666666669,351.59382667194296,Rent
2022,shelter,BLS CPI-U,CUUR0000SAH1,354.2353333333333,103.99166666666667,340.6381921628335,Shelter
2022,transportation,BLS CPI-U,CUUR0000SAT,266.32983333333334,103.71666666666664,256.7859553270128,Transportation
2022,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,205.9081666666667,112.51666666666668,183.0023700192564,Used cars and trucks
2023,apparel,BLS CPI-U,CUUR0000SAA,130.57866666666666,102.03333333333336,127.97647827507348,Apparel
2023,cpi_all,BLS CPI-U,CUUR0000SA0,304.7015833333333,103.88333333333333,293.3113268089202,CPI All Items
2023,durables,BLS CPI-U,CUUR0000SAD,126.41516666666666,105.1,120.28084364097684,Durable goods
2023,education_communication,BLS CPI-U,CUUR0000SAE,145.19275000000002,,,Education and communication
2023,energy,BLS CPI-U,CUUR0000SA0E,283.2855833333333,100.925,280.689208157873,Energy
2023,food,BLS CPI-U,CUUR0000SAF1,322.96483333333333,103.23333333333332,312.84937035841136,Food
2023,household_furnishings,BLS CPI-U,CUUR0000SAH3,148.35191666666665,101.85833333333332,145.6453407510431,Household furnishings
2023,medical_care,BLS CPI-U,CUUR0000SAM,549.0843333333333,106.85833333333332,513.8432504094206,Medical care
2023,new_vehicles,BLS CPI-U,CUUR0000SETA01,178.89874999999998,102.63333333333333,174.30862292952256,New vehicles
2023,recreation,BLS CPI-U,CUUR0000SAR,136.10525,,,Recreation goods/services
2023,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,399.6425833333333,105.29166666666669,379.55765730114746,Rent
2023,shelter,BLS CPI-U,CUUR0000SAH1,380.6426666666666,103.99166666666667,366.0318935812164,Shelter
2023,transportation,BLS CPI-U,CUUR0000SAT,266.97841666666665,103.71666666666664,257.4112968021855,Transportation
2023,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,191.22208333333333,112.51666666666668,169.95000740631014,Used cars and trucks
2024,apparel,BLS CPI-U,CUUR0000SAA,131.48266666666666,102.03333333333336,128.86246324730476,Apparel
2024,cpi_all,BLS CPI-U,CUUR0000SA0,313.6888333333333,103.88333333333333,301.9626183218354,CPI All Items
2024,durables,BLS CPI-U,CUUR0000SAD,122.83133333333332,105.1,116.8709165873771,Durable goods
2024,education_communication,BLS CPI-U,CUUR0000SAE,146.06266666666667,,,Education and communication
2024,energy,BLS CPI-U,CUUR0000SA0E,279.5443333333333,100.925,276.98224754355545,Energy
2024,food,BLS CPI-U,CUUR0000SAF1,330.26258333333334,103.23333333333332,319.91855020988055,Food
2024,household_furnishings,BLS CPI-U,CUUR0000SAH3,147.59733333333335,101.85833333333332,144.9045242575473,Household furnishings
2024,medical_care,BLS CPI-U,CUUR0000SAM,563.841,106.85833333333332,527.6528113545972,Medical care
2024,new_vehicles,BLS CPI-U,CUUR0000SETA01,177.88649999999998,102.63333333333333,173.3223449171809,New vehicles
2024,recreation,BLS CPI-U,CUUR0000SAR,138.158,,,Recreation goods/services
2024,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,420.05958333333336,105.29166666666669,398.9485555995251,Rent
2024,shelter,BLS CPI-U,CUUR0000SAH1,400.5614166666667,103.99166666666667,385.1860726019713,Shelter
2024,transportation,BLS CPI-U,CUUR0000SAT,270.68525,103.71666666666664,260.9852964807971,Transportation
2024,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,179.82291666666666,112.51666666666668,159.81891571619016,Used cars and trucks
2025,apparel,BLS CPI-U,CUUR0000SAA,131.31081818181818,102.03333333333336,128.69403938106973,Apparel
2025,cpi_all,BLS CPI-U,CUUR0000SA0,321.943,103.88333333333333,309.90823038665167,CPI All Items
2025,durables,BLS CPI-U,CUUR0000SAD,123.38227272727272,105.1,117.39512152927946,Durable goods
2025,education_communication,BLS CPI-U,CUUR0000SAE,146.742,,,Education and communication
2025,energy,BLS CPI-U,CUUR0000SA0E,279.3534545454545,100.925,276.7931182020852,Energy
2025,food,BLS CPI-U,CUUR0000SAF1,339.51245454545455,103.23333333333332,328.87870960166737,Food
2025,household_furnishings,BLS CPI-U,CUUR0000SAH3,151.69027272727274,101.85833333333332,148.92279086372193,Household furnishings
2025,medical_care,BLS CPI-U,CUUR0000SAM,580.1018181818182,106.85833333333332,542.869985041084,Medical care
2025,new_vehicles,BLS CPI-U,CUUR0000SETA01,178.46241666666666,102.63333333333333,173.88348489769405,New vehicles
2025,recreation,BLS CPI-U,CUUR0000SAR,141.08536363636364,,,Recreation goods/services
2025,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,434.889,105.29166666666669,413.0326869806093,Rent
2025,shelter,BLS CPI-U,CUUR0000SAH1,415.1644545454546,103.99166666666667,399.2285803786726,Shelter
2025,transportation,BLS CPI-U,CUUR0000SAT,272.1120909090909,103.71666666666664,262.3610068221992,Transportation
2025,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,184.931,112.51666666666668,164.35876166493853,Used cars and trucks
